GeneName	RMS.FPNormalsStatus	RMS.FNNormalsStatus	EWSNormalsStatus	ASPSNormalsStatus	DSRCTNormalsStatus	HBLNormalsStatus	MLNormalsStatus	NB.MYCN.NANormalsStatus	NB.MYCN.ANormalsStatus	NB.UnknownNormalsStatus	OSNormalsStatus	SSNormalsStatus	TeratomaNormalsStatus	UDSNormalsStatus	YSTNormalsStatus	WTNormalsStatus	CCSKNormalsStatus	RowSum
ZNF827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR3C2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VENTX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLI1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCF7L1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZSCAN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HHEX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZIC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR4A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FEZF2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TGIF2LX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEBPG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GABPA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KLF10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIER3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZKSCAN2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ELMSAN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BATF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALX3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BACH1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZIC3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GATAD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TSC22D3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ETS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CREB3L1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRHL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZSCAN12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ELK4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOXB13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RUNX1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SIM2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IRX6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ISL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR2F6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PKNOX1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZBTB7B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TONSL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THAP8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IKZF3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BCL6B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF75A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GMEB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NFIA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LHX8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GFI1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LMX1A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATF3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEUROD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSX1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ELF3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EOMES	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HESX1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCF23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KLF15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HEYL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PITX2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAND2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EBF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOXQ1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TLX3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TBX20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEUROD6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SP8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HEY1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SOX17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HNF4G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EN2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNCX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GBX1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOXK1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OSR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NFIL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZHX1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HDX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PKNOX2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDX2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTX2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SOHLH1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNAPC4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GFI1B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SALL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E2F7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZSCAN21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MESP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZBTB39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STAT6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TSC22D4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMAD3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TEF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PBX3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRRX2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GATAD2A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KMT2D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NFKBID	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RCOR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TBX10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E4F1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BATF2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF355P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THAP9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBPJ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTF1A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOXI1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THAP11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IRF2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STAT3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZBTB5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZBTB49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATOH8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SOX14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E2F6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF354A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATF5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZBTB43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF280A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZEB2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BNC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HIC2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSX1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ONECUT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KLF13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZFPM2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOXD4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOXD4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMAD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EMX2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NFXL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NPAS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IRX2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STAT2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOXA3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCRT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATF7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOXN2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SOX7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HSFX1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JUNB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZBTB26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOPX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEUROD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZIK1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NHLH1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UTF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KLF17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOXB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KLF11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ID4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEBPB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATOH1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HINFP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARNT2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HSFY1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PURG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOXC5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OVOL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RARG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RELA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BNC2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ESRRA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DMRT2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZBTB21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
INSM1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THAP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HES3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STAT5B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOXB2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAX2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MGA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EVX2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZHX3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLIS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NPAS4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KLF14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR1D2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THAP6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZIC4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDIT3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PROP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ISX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMAD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOSL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MLXIP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR2F1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOXD8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASCL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HSF5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOXG1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOXR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZSCAN2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DMRTA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NANOGP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TGIF2LY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IRX5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THAP4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DEAF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SIX5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZBTB34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HIC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TGIF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR2C2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZBED2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IRX3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NHLH2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JUN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THAP5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
